,MSE,MAE,RMSE,MAPE,R2
0,0.0008315806054342497,0.022665856988079523,0.028837139342074998,0.04165093874043235,0.42414352696726254
1,0.00030314856942021193,0.01421016249891885,0.01741116220762451,0.026742070066925968,0.8795144402417929
2,0.0005498455640511919,0.019297397219877655,0.023448785982459558,0.027358199559635393,0.7967941236175882
3,0.0008443522372121627,0.02177551367949976,0.029057739712719615,0.030848562349284785,0.663313150193982
4,0.001028924520781809,0.0254898352281464,0.03207685334913338,0.028183526051672805,0.8417374032922189
5,0.0009926182498830993,0.024508388461985293,0.03150584469401033,0.026088826535767173,0.7075669079256233
6,0.0006771591611503421,0.01916432013107682,0.026022282012735588,0.025175296505305828,0.6376733698907515
7,0.0003158171781983078,0.012103143925125506,0.017771245825723862,0.01943165126657104,0.8970342649469395
8,0.0007693408885057247,0.019219425523358168,0.027736994943679906,0.0305385976813784,0.5314756757737631
9,0.00044835888778282966,0.016011909871528077,0.021174486718285042,0.024960100362407877,0.7963319866689308
10,0.0002868629172673269,0.013867200213487503,0.016937027993934678,0.021954067350007288,0.8255752665413081
11,0.0005087535983293926,0.017091233939312445,0.02255556690330333,0.03529774151651782,0.8468235416785684
